player_name.x,transfermarkt_id.x,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,fbref_url,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Brett Ormerod,4113,https://www.transfermarkt.com/brett-ormerod/profil/spieler/4113,15/12/2001,25 years 01 month 27 days,25,Premier League,24/09/2004,27,27,Championship,25,first scrap players,Brett Ormerod,Success,4113,spieler,Brett Ormerod,18/10/1976,Blackburn,"1,80",England,Attack - Centre-Forward,right,Not found,Bamber Bridge,21/01/2016,-,Not found,0,0,0,Yes,21/01/2016,Not found,0,first scrap players transfer,https://fbref.com/en/players/fde1ce8d/Brett-Ormerod,4113,Brett Ormerod,Not found,18-Oct-76,Not found,180,Not found,FW,Not found,2001-2002,24 years,Southampton,2001,first scrap players fbref,NA,NA,NA,NA,NA,357,20249,57,13,8,Brett Ormerod,No,Not found,NA,357,20249,57,Attack - Centre-Forward,Attack,10/18/1976,49,1/21/2016,39,14
Leon Osman,3620,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,12/1/2003,21 years 07 months 26 days,21,Premier League,28/01/2004,22,22,First Division (until 03/04),21,first scrap players,Leon Osman,Success,3620,spieler,Leon Osman,17/05/1981,Wigan,"1,73",England,Midfield - Central Midfield,right,Not found,Everton,1/7/2016,-,Not found,7,168,41,Yes,1/7/2016,Not found,5,first scrap players transfer,https://fbref.com/en/players/a014c247/Leon-Osman,3620,Leon Osman,Not found,17-May-81,Not found,174,England eng,MF,Right,2002-2003,21 years,Carlisle United,2002,first scrap players fbref,Leon Osman,1,36,0,1,411,30542,52,14,3,Leon Osman,No,Not found,NA,412,30578,52,Midfield - Central Midfield,Midfield,5/17/1981,44,7/1/2016,35,14
Michael Owen,1397,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,6/5/1997,17 years 04 months 22 days,17,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,Michael Owen,Success,1397,spieler,Michael Owen,14/12/1979,Chester,"1,73",England,Attack - Centre-Forward,both,Not found,Stoke City,1/7/2013,-,Not found,9,877,165,Yes,1/7/2013,Not found,6,first scrap players transfer,https://fbref.com/en/players/88b3f52c/Michael-Owen,1397,Michael Owen,Not found,14-Dec-79,Not found,172,England eng,FW,Not found,1996-1997,16 years,Liverpool,1996,first scrap players fbref,Michael Owen,33,2454,14,6,424,29183,186,17,5,Michael Owen,No,Not found,NA,457,31637,200,Attack - Centre-Forward,Attack,12/14/1979,45,7/1/2013,33,16
Daniel Pacheco,28285,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,26/12/2009,18 years 11 months 21 days,18,Premier League,2/4/2011,20,20,Championship,18,first scrap players,Daniel Pacheco,Success,28285,spieler,Dani Pacheco,5/1/1991,Málaga,"1,68",Spain,Midfield - Attacking Midfield,both,Not found,Wisla Plock,16/07/2024,30/06/2026,Not found,6,234,32,No,Not found,8,3,first scrap players transfer,https://fbref.com/en/players/5b2a4b8d/Daniel-Pacheco,28285,Daniel Pacheco,Not found,"January 5, 1991 (Age: 34-324d)","Málaga, Spain",168,Spain,FW-MF (AM-WM),Not found,2009-2010,18 years,Liverpool,2009,first scrap players fbref,NA,NA,NA,NA,NA,320,18969,26,16,12,Daniel Pacheco,No,Not found,NA,320,18969,26,Midfield - Attacking Midfield,Attack,1/5/1991,34,NA,NA,16
John Paintsil,35235,https://www.transfermarkt.com/john-paintsil/profil/spieler/35235,27/01/2003,21 years 07 months 12 days,21,Ligat ha'Al,13/08/2011,30,30,Championship,21,first scrap players,John Paintsil,Success,35235,spieler,John Paintsil,15/06/1981,Berekum,"1,78",Ghana,Defender - Right-Back,right,Not found,Maritzburg Utd.,1/7/2016,-,Not found,1,94,29,Yes,1/7/2016,Not found,1,first scrap players transfer,https://fbref.com/en/players/2def72a3/John-Paintsil,35235,John Paintsil,Not found,15-Jun-81,Not found,178,Ghana,"DF-MF (DM-FB, right)",Not found,2006-2007,25 years,West Ham,2006,first scrap players fbref,John Paintsil,18,1599,0,4,123,9674,0,9,6,John Paintsil,No,Not found,NA,141,11273,0,Defender - Right-Back,Defender,6/15/1981,44,7/1/2016,35,14
Wilson Palacios,58361,https://www.transfermarkt.com/wilson-palacios/profil/spieler/58361,22/09/2007,23 years 01 month 24 days,23,Premier League,3/7/2016,31,31,NASL Fall Championship,23,first scrap players,Wilson Palacios,Success,58361,spieler,Wilson Palacios,29/07/1984,La Ceiba,"1,81",Honduras,Midfield - Defensive Midfield,right,Not found,Real Sociedad,1/1/2020,-,Not found,0,0,0,Yes,1/1/2020,Not found,0,first scrap players transfer,https://fbref.com/en/players/58df81fc/Wilson-Palacios,58361,Wilson Palacios,Not found,29-Jul-84,Not found,178,Honduras,MF (DM),Right,2007-2008,23 years,Birmingham City,2007,first scrap players fbref,Wilson Palacios,38,3124,3,3,180,11796,1,9,5,Wilson Palacios,No,Not found,NA,218,14920,4,Midfield - Defensive Midfield,Midfield,7/29/1984,41,1/1/2020,35,12
Scott Parker,3785,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,26/12/1998,18 years 02 months 13 days,18,Premier League,23/08/1997,16,16,,16,first scrap players,Scott Parker,Success,3785,spieler,Scott Parker,13/10/1980,London,"1,80",England,Midfield - Central Midfield,right,Not found,Fulham,1/7/2017,-,Not found,8,339,71,Yes,1/7/2017,Not found,8,first scrap players transfer,https://fbref.com/en/players/65faf2a1/Scott-Parker,3785,Scott Parker,Not found,13-Oct-80,Not found,175,England eng,MF (DM),Right,1998-1999,17 years,Charlton Ath,1998,first scrap players fbref,Scott Parker,11,814,0,3,484,37143,29,18,6,Scott Parker,No,Not found,NA,495,37957,29,Midfield - Central Midfield,Midfield,10/13/1980,45,7/1/2017,36,20
Stuart Parnaby,3866,https://www.transfermarkt.com/stuart-parnaby/profil/spieler/3866,26/10/2002,20 years 03 months 07 days,20,Premier League,9/8/2008,26,26,Championship,20,first scrap players,Stuart Parnaby,Success,3866,spieler,Stuart Parnaby,19/07/1982,Durham,"1,78",England,Defender - Right-Back,right,Not found,Hartlepool,10/9/2015,-,Not found,0,0,0,Yes,10/9/2015,Not found,0,first scrap players transfer,https://fbref.com/en/players/389cc3d7/Stuart-Parnaby,3866,Stuart Parnaby,Not found,19-Jul-82,Not found,178,England eng,"DF (FB, right)",Not found,2002-2003,20 years,Middlesbrough,2002,first scrap players fbref,NA,NA,NA,NA,NA,176,12267,3,12,3,Stuart Parnaby,No,Not found,NA,176,12267,3,Defender - Right-Back,Defender,7/19/1982,43,9/10/2015,33,13
Roman Pavlyuchenko,15072,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,8/6/2000,18 years 05 months 24 days,18,Premier Liga,4/4/1999,17,17,,17,first scrap players,Roman Pavlyuchenko,Success,15072,spieler,Roman Pavlyuchenko,15/12/1981,"Mostovskoy, Krasnodar Region","1,88",Russia,Attack - Centre-Forward,right,Not found,Znamya Noginsk,27/10/2022,-,Not found,6,132,19,Yes,27/10/2022,Not found,6,first scrap players transfer,https://fbref.com/en/players/fd7afe52/Roman-Pavlyuchenko,15072,Roman Pavlyuchenko,Not found,15-Dec-81,Not found,188,Russia,FW,Both,2001,19 years,Rotor Volgograd,Not found,first scrap players fbref,Roman Pavlyuchenko,33,1786,16,4,396,24942,131,20,6,Roman Pavlyuchenko,No,Not found,NA,429,26728,147,Attack - Centre-Forward,Attack,12/15/1981,43,10/27/2022,40,23
Jermaine Pennant,3195,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195,24/08/2002,19 years 07 months 09 days,19,Premier League,12/1/2002,18,18,First Division (until 03/04),18,first scrap players,Jermaine Pennant,Success,3195,spieler,Jermaine Pennant,15/01/1983,Nottingham,"1,73",England  Jamaica,Attack - Right Winger,right,Not found,Billericay,10/2/2018,-,Not found,3,36,8,Yes,10/2/2018,Not found,3,first scrap players transfer,https://fbref.com/en/players/c6043950/Jermaine-Pennant,3195,Jermaine Pennant,Not found,15-Jan-83,Not found,175,England eng,"MF (AM-WM, right)",Right,2001-2002,18 years,Watford,2001,first scrap players fbref,NA,NA,NA,NA,NA,340,21635,19,16,12,Jermaine Pennant,No,Not found,NA,340,21635,19,Attack - Right Winger,Attack,1/15/1983,42,2/10/2018,35,17
James Perch,49409,https://www.transfermarkt.com/james-perch/profil/spieler/49409,16/08/2010,24 years 10 months 19 days,24,Premier League,7/8/2004,18,18,Championship,18,first scrap players,James Perch,Success,49409,spieler,James Perch,28/09/1985,Mansfield,"1,80",England  Jamaica,Defender - Centre-Back,right,Not found,Ilkeston Town,3/1/2025,-,Not found,1,311,51,Yes,3/1/2025,Not found,1,first scrap players transfer,https://fbref.com/en/players/c461de51/James-Perch,49409,James Perch,Not found,28-Sep-85,Not found,180,Not found,DF-MF (CB-DM-FB),Right,2004-2005,18 years,Nott'ham Forest,2004,first scrap players fbref,NA,NA,NA,NA,NA,596,46284,24,19,6,James Perch,No,Not found,NA,596,46284,24,Defender - Centre-Back,Defender,9/28/1985,40,1/3/2025,39,21
Robin van Persie,4380,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,3/2/2002,18 years 05 months 28 days,18,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Robin van Persie,Success,4380,spieler,Robin van Persie,6/8/1983,Rotterdam,"1,83",Netherlands,Attack - Centre-Forward,left,Not found,Feyenoord,1/7/2019,-,Not found,30,741,150,Yes,1/7/2019,Not found,10,first scrap players transfer,https://fbref.com/en/players/3fcab3a8/Robin-van-Persie,4380,Robin van Persie,Not found,6-Aug-83,Not found,186,Netherlands,FW,Left,2001-2002,17 years,Feyenoord,2001,first scrap players fbref,Robin van Persie,71,5263,36,8,520,34594,230,18,4,Robin van Persie,No,Not found,NA,591,39857,266,Attack - Centre-Forward,Attack,8/6/1983,42,7/1/2019,35,17
Martin Petrov,670,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,27/02/1999,20 years 01 month 12 days,20,Raiffeisen Super League,18/08/2012,33,33,Championship,20,first scrap players,Martin Petrov,Success,670,spieler,Martin Petrov,15/01/1979,Vratsa,N/A,Bulgaria,Attack - Left Winger,N/A,Not found,CSKA Sofia,1/7/2014,-,Not found,4,194,39,Yes,1/7/2014,Not found,2,first scrap players transfer,https://fbref.com/en/players/011360ce/Martin-Petrov,670,Martin Petrov,Not found,15-Jan-79,Not found,179,Bulgaria,"FW-MF (WM, left)",Not found,2001-2002,22 years,Wolfsburg,2001,first scrap players fbref,Martin Petrov,34,2760,12,5,327,22200,54,15,7,Martin Petrov,No,Not found,NA,361,24960,66,Attack - Left Winger,Attack,1/15/1979,46,7/1/2014,35,15
Stiliyan Petrov,3252,https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252,15/08/1999,20 years 01 month 10 days,20,,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players,Stiliyan Petrov,Success,3252,spieler,Stiliyan Petrov,5/7/1979,Montana,"1,80",Bulgaria,Midfield - Central Midfield,right,Not found,Aston Villa,15/07/2016,-,Not found,2,1543,5,Yes,15/07/2016,Not found,2,first scrap players transfer,https://fbref.com/en/players/61e5c1a8/Stiliyan-Petrov,3252,Stiliyan Petrov,Not found,5-Jul-79,Not found,180,Bulgaria,MF,Not found,2000-2001,21 years,Celtic,2000,first scrap players fbref,Stiliyan Petrov,39,3268,2,5,438,36620,66,14,3,Stiliyan Petrov,No,Not found,NA,477,39888,68,Midfield - Central Midfield,Midfield,7/5/1979,46,7/15/2016,37,17
Kevin Phillips,3131,https://www.transfermarkt.com/kevin-phillips/profil/spieler/3131,7/8/1999,26 years 13 days,26,Premier League,12/8/1995,22,22,,22,first scrap players,Kevin Phillips,Success,3131,spieler,Kevin Phillips,25/07/1973,Hitchin,"1,70",England,Attack - Centre-Forward,right,Not found,Leicester,4/5/2014,-,Not found,1,32,4,Yes,4/5/2014,Not found,1,first scrap players transfer,https://fbref.com/en/players/23d97ca1/Kevin-Phillips,3131,Kevin Phillips,Not found,25-Jul-73,Not found,170,England eng,FW,Not found,1999-2000,26 years,Sunderland,1999,first scrap players fbref,NA,NA,NA,NA,NA,452,30462,171,15,8,Kevin Phillips,No,Not found,NA,452,30462,171,Attack - Centre-Forward,Attack,7/25/1973,52,5/4/2014,40,18
Matt Phillips,77274,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,25/09/2010,19 years 06 months 12 days,19,Premier League,14/08/2011,20,20,Championship,19,first scrap players,Matt Phillips,Success,77274,spieler,Matt Phillips,13/03/1991,Aylesbury,"1,83",Scotland  England,Attack - Right Winger,right,Not found,Oxford United,1/8/2024,-,Not found,7,427,67,No,Not found,10,5,first scrap players transfer,https://fbref.com/en/players/7bb5f40e/Matt-Phillips,77274,Matt Phillips,Not found,"March 13, 1991 (Age: 34-257d)","Aylesbury, England, United Kingdom",183,Scotland sct  Other: England,DF-FW-MF (AM-WM),Right,2007-2008,16 years,Wycombe,2007,first scrap players fbref,Matt Phillips,15,858,1,6,561,34837,71,19,6,Matt Phillips,No,Not found,NA,576,35695,72,Attack - Right Winger,Attack,3/13/1991,34,NA,NA,15
Steven Pienaar,4321,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,24/02/2002,19 years 11 months 07 days,19,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Steven Pienaar,Success,4321,spieler,Steven Pienaar,17/03/1982,"Johannesburg, Gauteng","1,70",South Africa,Midfield - Left Midfield,both,Not found,Bidvest Wits FC,28/02/2018,-,Puma,10,607,102,Yes,28/02/2018,Not found,6,first scrap players transfer,https://fbref.com/en/players/8056f6e6/Steven-Pienaar,4321,Steven Pienaar,Not found,17-Mar-82,Not found,170,South Africa,MF (AM-WM),Both,2001-2002,19 years,Ajax,2001,first scrap players fbref,Steven Pienaar,10,768,0,4,389,29077,41,17,6,Steven Pienaar,No,Not found,NA,399,29845,41,Midfield - Left Midfield,Midfield,3/17/1982,43,2/28/2018,35,16
Robert Pirès,3185,https://www.transfermarkt.com/robert-pirs/profil/spieler/3185,2/4/1993,19 years 05 months 04 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Robert Pirès,Success,3185,spieler,Robert Pirès,29/10/1973,Reims,"1,87",France  Portugal,Midfield - Left Midfield,right,Not found,FC Goa,13/03/2015,-,Not found,2,420,82,Yes,13/03/2015,Not found,2,first scrap players transfer,https://fbref.com/en/players/59bfafcf/Robert-Pires,3185,Robert Pirès,Not found,29-Oct-73,Not found,185,France,FW-MF (AM-WM),Not found,1995-1996,21 years,Metz,1995,first scrap players fbref,Robert Pirès,24,1433,5,6,579,42688,135,16,5,Robert Pirès,No,Not found,NA,603,44121,140,Midfield - Left Midfield,Midfield,10/29/1973,52,3/13/2015,41,22
Mike Pollitt,32217,https://www.transfermarkt.com/mike-pollitt/profil/spieler/32217,14/08/2005,33 years 05 months 16 days,33,Premier League,11/8/2001,29,29,First Division (until 03/04),29,first scrap players,Mike Pollitt,Success,32217,spieler,Mike Pollitt,29/02/1972,Farnworth,"1,93",England,Goalkeeper,right,Not found,Wigan,1/7/2014,-,Not found,1,198,22,Yes,1/7/2014,Not found,1,first scrap players transfer,https://fbref.com/en/players/a31d9d81/Mike-Pollitt,32217,Mike Pollitt,Not found,29-Feb-72,Not found,193,Not found,GK,Not found,2001-2002,29 years,Rotherham Utd,2001,first scrap players fbref,NA,NA,NA,NA,NA,218,19263,0,11,4,Mike Pollitt,No,Not found,NA,218,19263,0,Goalkeeper,Goalkeeper,2/29/1972,53,7/1/2014,42,13
Christian Poulsen,1443,https://www.transfermarkt.com/christian-poulsen/profil/spieler/1443,16/04/2001,21 years 01 month 19 days,21,Superligaen,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players,Christian Poulsen,Success,1443,spieler,Christian Poulsen,28/02/1980,Asnæs,N/A,Denmark,Midfield - Defensive Midfield,N/A,Not found,Copenhagen,29/12/2016,-,Not found,4,94,21,Yes,29/12/2016,Not found,3,first scrap players transfer,https://fbref.com/en/players/4b83b362/Christian-Poulsen,1443,Christian Poulsen,Not found,28-Feb-80,Not found,182,Denmark,MF (DM),Not found,2002-2003,22 years,Schalke 04,2002,first scrap players fbref,Christian Poulsen,39,2874,3,6,411,29777,12,14,7,Christian Poulsen,No,Not found,NA,450,32651,15,Midfield - Defensive Midfield,Midfield,2/28/1980,45,12/29/2016,36,15
Danny Pugh,3546,https://www.transfermarkt.com/danny-pugh/profil/spieler/3546,21/09/2002,19 years 11 months 02 days,19,Premier League,7/8/2004,21,21,Championship,19,first scrap players,Danny Pugh,Success,3546,spieler,Danny Pugh,19/10/1982,Cheadle Hulme,"1,83",England,Defender - Left-Back,left,Not found,Hanley Town,30/06/2022,-,Not found,0,0,0,Yes,30/06/2022,Not found,0,first scrap players transfer,https://fbref.com/en/players/7f60e79c/Danny-Pugh,3546,Danny Pugh,Not found,19-Oct-82,Not found,183,Not found,"DF-MF (CM-FB, left)",Right,2002-2003,19 years,Manchester Utd,2002,first scrap players fbref,NA,NA,NA,NA,NA,377,27592,17,17,9,Danny Pugh,No,Not found,NA,377,27592,17,Defender - Left-Back,Defender,10/19/1982,43,6/30/2022,39,20
Jason Puncheon,47995,https://www.transfermarkt.com/jason-puncheon/profil/spieler/47995,5/2/2011,24 years 07 months 18 days,24,Premier League,13/03/2004,17,17,First Division (until 03/04),17,first scrap players,Jason Puncheon,Success,47995,spieler,Jason Puncheon,18/06/1986,London,"1,73",England  Jamaica,Midfield - Central Midfield,left,Not found,Kissos Kissoner,1/1/2025,-,Not found,2,278,29,Yes,1/1/2025,Not found,2,first scrap players transfer,https://fbref.com/en/players/fd3f57ce/Jason-Puncheon,47995,Jason Puncheon,Not found,18-Jun-86,Not found,173,Not found,MF (AM-WM),Left,2003-2004,17 years,Wimbledon,2003,first scrap players fbref,NA,NA,NA,NA,NA,436,32183,60,15,10,Jason Puncheon,No,Not found,NA,436,32183,60,Midfield - Central Midfield,Midfield,6/18/1986,39,1/1/2025,38,21
Paul Rachubka,4098,https://www.transfermarkt.com/paul-rachubka/profil/spieler/4098,17/03/2001,19 years 09 months 24 days,19,Premier League,11/8/2007,26,26,Championship,19,first scrap players,Paul Rachubka,Success,4098,spieler,Paul Rachubka,21/05/1981,"San Luis Obispo, California","1,85",England  United States,Goalkeeper,right,Not found,Kerala Blasters,1/7/2018,-,Not found,1,168,25,Yes,1/7/2018,Not found,1,first scrap players transfer,https://fbref.com/en/players/f3229025/Paul-Rachubka,4098,Paul Rachubka,Not found,21-May-81,Not found,185,England eng  Other: United States,GK,Right,2000-2001,19 years,Manchester Utd,2000,first scrap players fbref,NA,NA,NA,NA,NA,328,29026,0,16,15,Paul Rachubka,No,Not found,NA,328,29026,0,Goalkeeper,Goalkeeper,5/21/1981,44,7/1/2018,37,18
Ramires,54170,https://www.transfermarkt.com/ramires/profil/spieler/54170,3/5/2007,20 years 01 month 09 days,20,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players,Ramires,Success,54170,spieler,Ramires,24/03/1987,Barra do Piraí,"1,79",Brazil,Midfield - Central Midfield,right,Not found,Palmeiras,27/11/2020,-,Not found,3,75,12,Yes,27/11/2020,Not found,2,first scrap players transfer,https://fbref.com/en/players/4cce2c67/Ramires,54170,Ramires,Not found,24-Mar-87,Not found,180,Brazil,MF (CM-DM-WM),Right,2009-2010,22 years,Benfica,2009,players corrected fbref,Ramires,20,920,0,3,335,23781,41,11,4,Ramires,No,Not found,NA,355,24701,41,Midfield - Central Midfield,Midfield,3/24/1987,38,11/27/2020,33,13
Aaron Ramsey,50057,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,13/09/2008,17 years 08 months 18 days,17,Premier League,28/04/2007,16,16,Championship,16,first scrap players,Aaron Ramsey,Success,50057,spieler,Aaron Ramsey,26/12/1990,Caerphilly,"1,78",Wales,Midfield - Central Midfield,right,Not found,Without Club,31/10/2025,-,adidas,35,1369,263,No,Not found,Not found,14,first scrap players transfer,https://fbref.com/en/players/ef619b0b/Aaron-Ramsey,50057,Aaron Ramsey,Not found,"December 26, 1990 (Age: 34-345d)","Caerphilly, Wales, United Kingdom",182,Wales wls,MF (AM-CM-DM),Right,2007-2008,16 years,Cardiff City,2007,players corrected fbref,Aaron Ramsey,75,6052,19,14,505,30549,73,19,7,Aaron Ramsey,No,Not found,NA,580,36601,92,Midfield - Central Midfield,Midfield,12/26/1990,34,NA,NA,18
Nile Ranger,88750,https://www.transfermarkt.com/nile-ranger/profil/spieler/88750,16/10/2010,19 years 06 months 05 days,19,Premier League,8/8/2009,18,18,Championship,18,first scrap players,Nile Ranger,Success,88750,spieler,Nile Ranger,11/4/1991,London,"1,88",England  Jamaica,Attack - Centre-Forward,right,Not found,Wellingborough,17/10/2025,-,Not found,1,76,14,No,Not found,Not found,1,first scrap players transfer,https://fbref.com/en/players/161e95ac/Nile-Ranger,88750,Nile Ranger,Not found,"April 11, 1991 (Age: 34-228d)","Wood Green, England, United Kingdom",188,England eng,FW,Right,2009-2010,18 years,Newcastle Utd,2009,first scrap players fbref,NA,NA,NA,NA,NA,155,7547,25,11,8,Nile Ranger,No,Not found,NA,155,7547,25,Attack - Centre-Forward,Attack,4/11/1991,34,NA,NA,16
Andy Reid,10008,https://www.transfermarkt.com/andy-reid/profil/spieler/10008,5/2/2005,22 years 06 months 07 days,22,Premier League,29/11/2000,18,18,,18,first scrap players,Andy Reid,Success,10008,spieler,Andy Reid,29/07/1982,Dublin,"1,70",Ireland,Midfield - Left Midfield,left,Not found,Nott'm Forest,29/07/2016,-,Not found,4,4196,114,Yes,29/07/2016,Not found,3,first scrap players transfer,https://fbref.com/en/players/8c4c0cf8/Andy-Reid,10008,Andy Reid,Not found,29-Jul-82,Not found,175,Republic of Ireland,MF,Not found,2001-2002,19 years,Nott'ham Forest,2001,first scrap players fbref,Andy Reid,15,1198,2,4,395,28858,50,14,6,Andy Reid,No,Not found,NA,410,30056,52,Midfield - Left Midfield,Midfield,7/29/1982,43,7/29/2016,34,16
Steven Reid,7330,https://www.transfermarkt.com/steven-reid/profil/spieler/7330,23/08/2003,22 years 05 months 13 days,22,Premier League,11/8/2001,20,20,First Division (until 03/04),20,first scrap players,Steven Reid,Success,7330,spieler,Steven Reid,10/3/1981,London,"1,85",Ireland  England,Defender - Right-Back,right,Not found,Burnley,1/7/2015,-,Not found,6,519,89,Yes,1/7/2015,Not found,5,first scrap players transfer,https://fbref.com/en/players/e26f852b/Steven-Reid,7330,Steven Reid,Not found,10-Mar-81,Not found,185,Republic of Ireland ie  Other: England,"DF-MF (FB, right)",Right,2001-2002,20 years,Millwall,2001,first scrap players fbref,Steven Reid,7,345,0,4,262,19228,20,14,5,Steven Reid,No,Not found,NA,269,19573,20,Defender - Right-Back,Defender,3/10/1981,44,7/1/2015,34,14
Winston Reid,37526,https://www.transfermarkt.com/winston-reid/profil/spieler/37526,27/11/2005,17 years 04 months 24 days,17,Superligaen,7/8/2011,23,23,Championship,17,first scrap players,Winston Reid,Success,37526,spieler,Winston Reid,3/7/1988,Auckland,"1,91",New Zealand  Denmark,Defender - Centre-Back,right,Not found,West Ham,25/09/2022,-,Nike,15,1071,157,Yes,25/09/2022,Not found,7,first scrap players transfer,https://fbref.com/en/players/562eed5c/Winston-Reid,37526,Winston Reid,Not found,3-Jul-88,Not found,190,New Zealand nz  Other: Denmark,DF (CB),Right,2005-2006,17 years,Midtjylland,2005,first scrap players fbref,Winston Reid,16,1268,1,7,313,25358,12,16,4,Winston Reid,No,Not found,NA,329,26626,13,Defender - Centre-Back,Defender,7/3/1988,37,9/25/2022,34,17
Pepe Reina,7825,https://www.transfermarkt.com/pepe-reina/profil/spieler/7825,2/12/2000,18 years 03 months 01 day,18,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Pepe Reina,Success,7825,spieler,Pepe Reina,31/08/1982,Madrid,"1,88",Spain,Goalkeeper,right,Not found,Como,1/7/2025,-,adidas,8,212,45,Yes,1/7/2025,Not found,7,first scrap players transfer,https://fbref.com/en/players/e358587b/Pepe-Reina,7825,Pepe Reina,Not found,31-Aug-82,Not found,188,Spain,GK,Right,2000-2001,17 years,Barcelona,2000,first scrap players fbref,Pepe Reina,11,990,0,10,840,75467,0,25,9,Pepe Reina,No,Not found,NA,851,76457,0,Goalkeeper,Goalkeeper,8/31/1982,43,7/1/2025,42,24
Nigel Reo-Coker,14060,https://www.transfermarkt.com/nigel-reo-coker/profil/spieler/14060,13/08/2005,21 years 02 months 30 days,21,Premier League,21/04/2002,17,17,First Division (until 03/04),17,first scrap players,Nigel Reo-Coker,Success,14060,spieler,Nigel Reo-Coker,14/05/1984,London,"1,75",England  Sierra Leone,Midfield - Central Midfield,right,Not found,MK Dons,1/7/2018,-,adidas,3,71,14,Yes,1/7/2018,Not found,3,first scrap players transfer,https://fbref.com/en/players/110d0643/Nigel-Reo-Coker,14060,Nigel Reo-Coker,Not found,14-May-84,Not found,172,England eng,MF,Right,2001-2002,17 years,Wimbledon,2001,first scrap players fbref,NA,NA,NA,NA,NA,414,33296,23,16,9,Nigel Reo-Coker,No,Not found,NA,414,33296,23,Midfield - Central Midfield,Midfield,5/14/1984,41,7/1/2018,34,17
Micah Richards,32617,https://www.transfermarkt.com/micah-richards/profil/spieler/32617,22/10/2005,17 years 03 months 28 days,17,Premier League,17/09/2016,28,28,Championship,17,first scrap players,Micah Richards,Success,32617,spieler,Micah Richards,24/06/1988,Birmingham,"1,80",England  St. Kitts & Nevis,Defender - Right-Back,right,Not found,Aston Villa,26/07/2019,-,adidas,13,460,114,Yes,26/07/2019,Not found,8,first scrap players transfer,https://fbref.com/en/players/ff87875a/Micah-Richards,32617,Micah Richards,Not found,24-Jun-88,Not found,180,England eng,"DF (CB-FB, right)",Right,2005-2006,17 years,Manchester City,2005,first scrap players fbref,Micah Richards,7,529,1,1,255,20219,9,13,3,Micah Richards,No,Not found,NA,262,20748,10,Defender - Right-Back,Defender,6/24/1988,37,7/26/2019,31,14
Kieran Richardson,3548,https://www.transfermarkt.com/kieran-richardson/profil/spieler/3548,23/11/2002,18 years 01 month 02 days,18,Premier League,22/10/2016,32,32,Championship,18,first scrap players,Kieran Richardson,Success,3548,spieler,Kieran Richardson,21/10/1984,London,"1,77",England,Defender - Left-Back,left,Not found,Cardiff,1/1/2017,-,Not found,9,233,41,Yes,1/1/2017,Not found,5,first scrap players transfer,https://fbref.com/en/players/d2bf40b4/Kieran-Richardson,3548,Kieran Richardson,Not found,21-Oct-84,Not found,175,England eng,"DF-MF (WM, left)",Left,2002-2003,17 years,Manchester Utd,2002,first scrap players fbref,Kieran Richardson,4,59,0,2,293,20182,25,14,6,Kieran Richardson,No,Not found,NA,297,20241,25,Defender - Left-Back,Defender,10/21/1984,41,1/1/2017,32,14
