squad,fbref_url,fbref_squad_id
Al-Khaleej,Not found,Not found
MÃ©rida AD,Not found,Not found
Ã‘ublense,Not found,Not found
Paniliakos,Not found,Not found
Tigre,Not found,Not found
Deinze,Not found,Not found
Machine Sazi,Not found,Not found
Jumilla,Not found,Not found
Bucaspor,Not found,Not found
Apollon Smyrnis,Not found,Not found
Sepahan,Not found,Not found
Necaxa,Not found,Not found
Dep La CoruÃ±a,Not found,Not found
Lorca Deportiva,Not found,Not found
Kaiserslautern,Not found,Not found
Union Berlin,Not found,Not found
Monarchs,Not found,Not found
Tolima,Not found,Not found
Evian,Not found,Not found
Maldonado,Not found,Not found
Gimnasiaâ€“LP,Not found,Not found
CF Lorca Dep,Not found,Not found
Puente Genil,Not found,Not found
Las Rozas CF,Not found,Not found
Jamshedpur,Not found,Not found
Newcastle,Not found,Not found
Gamba Osaka,Not found,Not found
Aalen,Not found,Not found
San Fernando,Not found,Not found
StrÃ¸msgodset,Not found,Not found
Beerschot,Not found,Not found
MVV Maastricht,Not found,Not found
Nassaji,Not found,Not found
SorkhPooshan FC,Not found,Not found
HuracÃ¡n,Not found,Not found
RNK Split,Not found,Not found
Avellino,Not found,Not found
Juve Stabia,Not found,Not found
Empoli,Not found,Not found
Rajasthan United FC,Not found,Not found
LillestrÃ¸m,Not found,Not found
CearÃ¡,Not found,Not found
Ventforet Kofu,Not found,Not found
Arenteiro,Not found,Not found
Metropolitanos,Not found,Not found
Acad Pr Cabello,Not found,Not found
Badalona,Not found,Not found
Jiangsu Suning,Not found,Not found
Vojvodina,Not found,Not found
GyÅ‘r,Not found,Not found
Servette FC,Not found,Not found
Sedan,Not found,Not found
San Antonio,Not found,Not found
Al-Qadsiah,Not found,Not found
Mohammedan,Not found,Not found
Excelsior,Not found,Not found
Lausanne-Sport,Not found,Not found
Carlisle United,Not found,Not found
Morton,Not found,Not found
Platense,Not found,Not found
Nice,Not found,Not found
Sandhausen,Not found,Not found
Slovan Bratislava,Not found,Not found
Hapoel Tel Aviv,Not found,Not found
Rizespor,Not found,Not found
La LouviÃ¨re,Not found,Not found
Westerlo,Not found,Not found
Catania,Not found,Not found
Wilmington,Not found,Not found
MSV Duisburg,Not found,Not found
BolÃ­var,Not found,Not found
Monza,Not found,Not found
Sarmiento,Not found,Not found
Compostela,Not found,Not found
Cerro,Not found,Not found
Ingolstadt 04,Not found,Not found
Dresden,Not found,Not found
Ä°stanbulspor,Not found,Not found
Talavera,Not found,Not found
Naval,Not found,Not found
Ä°stanbul BB,Not found,Not found
GÃ³rnik ÅÄ™czna,Not found,Not found
Jong PSV,Not found,Not found
Vejle BK,Not found,Not found
Casa Pia,Not found,Not found
Shiji Ever Bright,Not found,Not found
EyÃ¼pspor,Not found,Not found
Unirea Urziceni,Not found,Not found
Clinceni,Not found,Not found
CD Calahorra,Not found,Not found
Alverca,Not found,Not found
Shanghai SIPG,Not found,Not found
CD Extremadura,Not found,Not found
Linense,Not found,Not found
Sport Recife,Not found,Not found
Dep TÃ¡chira,Not found,Not found
Foolad,Not found,Not found
Gol Gohar,Not found,Not found
Vaslui,Not found,Not found
Bristol City,Not found,Not found
Litex Lovech,Not found,Not found
CriciÃºma,Not found,Not found
CF Talavera de la Reina,Not found,Not found
PSV,Not found,Not found
Palmeiras,Not found,Not found
AA Aachen,Not found,Not found
DÃ¼sseldorf,Not found,Not found
Jiangsu Sainty,Not found,Not found
Hang Greentown,Not found,Not found
Lokomotiva,Not found,Not found
CD Cieza,Not found,Not found
Oxford United,Not found,Not found
Vicenza Virtus,Not found,Not found
Cen. CÃ³rdobaâ€“SdE,Not found,Not found
RSD AlcalÃ¡,Not found,Not found
APOEL,Not found,Not found
GoiÃ¡s,Not found,Not found
Ergotelis,Not found,Not found
FC Gifu,Not found,Not found
Ehime FC,Not found,Not found
Grenoble,Not found,Not found
VoÅ¾dovac,Not found,Not found
AB Copenhagen,Not found,Not found
Go Ahead Eag,Not found,Not found
Å½elezniÄar PanÄevo,Not found,Not found
Real PotosÃ­,Not found,Not found
Sanfrecce,Not found,Not found
Bochum,Not found,Not found
Samsunspor,Not found,Not found
Estrela,Not found,Not found
Paris FC,Not found,Not found
San Martin,Not found,Not found
Pau FC,Not found,Not found
Sigma Olomouc,Not found,Not found
Henan,Not found,Not found
Amkar Perm,Not found,Not found
Dynamo Mosc,Not found,Not found
Mordovia,Not found,Not found
Kaizer Chiefs,Not found,Not found
AmaZulu,Not found,Not found
Jeonbuk Hyundai,Not found,Not found
Oldham Athletic,Not found,Not found
Club Portugalete,Not found,Not found
Arsenal Tula,Not found,Not found
Brann,Not found,Not found
Ã–rebro,Not found,Not found
W'burg Kickers,Not found,Not found
Yanbian Funde,Not found,Not found
Meppen,Not found,Not found
Montedio,Not found,Not found
Machida Zelvia,Not found,Not found
Livorno,Not found,Not found
Mersin Ä°Y,Not found,Not found
Clermont Foot,Not found,Not found
OrlÃ©ans,Not found,Not found
HyÃ¨res FC,Not found,Not found
Cheltenham,Not found,Not found
Erzurum BB,Not found,Not found
Crewe Alexandra,Not found,Not found
Hibernian,Not found,Not found
Plymouth Argyle,Not found,Not found
FC Baltika Kaliningrad,Not found,Not found
La Serena,Not found,Not found
Tranmere Rovers,Not found,Not found
Burnley,Not found,Not found
Leyton Orient,Not found,Not found
Grays Athletic,Not found,Not found
P'borough Utd,Not found,Not found
Bradford City,Not found,Not found
Barnet,Not found,Not found
Ebbsfleet Utd,Not found,Not found
Moss,Not found,Not found
Stockport,Not found,Not found
MK Dons,Not found,Not found
Rochdale,Not found,Not found
V. Francavilla,Not found,Not found
Ross County,Not found,Not found
Newport County,Not found,Not found
SJK,Not found,Not found
AFC United,Not found,Not found
AFC Eskilstuna,Not found,Not found
GÃ¶teborg,Not found,Not found
Sirius,Not found,Not found
Ã–rgryte,Not found,Not found
Coventry City,Not found,Not found
St Mirren,Not found,Not found
Fleetwood Town,Not found,Not found
Gateshead,Not found,Not found
Hartlepool Utd,Not found,Not found
Notts County,Not found,Not found
Morecambe,Not found,Not found
Darlington,Not found,Not found
Crawley Town,Not found,Not found
Burton Albion,Not found,Not found
Southend United,Not found,Not found
Bournemouth,Not found,Not found
Blackburn Rovers,Not found,Not found
Dunfermline Ath.,Not found,Not found
Huddersfield,Not found,Not found
Rotherham Utd,Not found,Not found
Scunthorpe Utd,Not found,Not found
Derry City,Not found,Not found
Chorley,Not found,Not found
Sydney FC,Not found,Not found
Shamrock Rovers,Not found,Not found
Spennymoor,Not found,Not found
Torquay United,Not found,Not found
Wycombe,Not found,Not found
Millwall,Not found,Not found
Sheffield Utd,Not found,Not found
AGF,Not found,Not found
Salford City,Not found,Not found
Wealdstone,Not found,Not found
St Albans City,Not found,Not found
Preston,Not found,Not found
Ayr United,Not found,Not found
Aberdeen,Not found,Not found
Yeovil Town,Not found,Not found
OFC Sliven,Not found,Not found
Botev Plovdiv,Not found,Not found
AlbinoLeffe,Not found,Not found
Mansfield Town,Not found,Not found
Luton Town,Not found,Not found
Waterford United,Not found,Not found
Bury,Not found,Not found
Kilmarnock,Not found,Not found
Cambridge Utd,Not found,Not found
Woking,Not found,Not found
Aldershot Town,Not found,Not found
Northampton,Not found,Not found
AFC Wimbledon,Not found,Not found
Swindon Town,Not found,Not found
Eastbourne Bor,Not found,Not found
BATE Borisov,Not found,Not found
Tianjin Q'jiang,Not found,Not found
Acc'ton Stanley,Not found,Not found
Gillingham,Not found,Not found
Aalesund,Not found,Not found
Arles-Avignon,Not found,Not found
Panserraikos,Not found,Not found
Figueirense,Not found,Not found
Wrexham,Not found,Not found
Walsall,Not found,Not found
Shrewsbury,Not found,Not found
West Ham United,Not found,Not found
Guingamp,Not found,Not found
Angers,Not found,Not found
Al Ahly,Not found,Not found
Catanzaro,Not found,Not found
Messina,Not found,Not found
Waas-Beveren,Not found,Not found
Ascoli,Not found,Not found
Salisbury City,Not found,Not found
Eastbourne,Not found,Not found
Charlotte,Not found,Not found
Macclesfield,Not found,Not found
FC 93,Not found,Not found
Port Vale,Not found,Not found
Harriers,Not found,Not found
Exeter City,Not found,Not found
Dag & Red,Not found,Not found
Eastleigh,Not found,Not found
Buxton,Not found,Not found
Lincoln City,Not found,Not found
R&D,Not found,Not found
Chivas USA,Not found,Not found
Atlanta Utd,Not found,Not found
Stevenage,Not found,Not found
Colchester Utd,Not found,Not found
Viking,Not found,Not found
Tianjin TEDA,Not found,Not found
Boreham Wood,Not found,Not found
Maidenhead Utd,Not found,Not found
Chesham United,Not found,Not found
Kettering Town,Not found,Not found
Tamworth,Not found,Not found
Louisville City,Not found,Not found
Nashville,Not found,Not found
Lexington SC,Not found,Not found
Bromley,Not found,Not found
Sac Republic,Not found,Not found
Chesterfield,Not found,Not found
Stafford Rangers,Not found,Not found
Jong Twente,Not found,Not found
Jong Utrecht,Not found,Not found
Utrecht,Not found,Not found
Cape Town City,Not found,Not found
Bristol Rovers,Not found,Not found
Mattersburg,Not found,Not found
Charlotte Ind'ence,Not found,Not found
Raith Rovers,Not found,Not found
Universitario,Not found,Not found
Kidderminster,Not found,Not found
Oxford City,Not found,Not found
Arda,Not found,Not found
FG Rovers,Not found,Not found
Harrogate,Not found,Not found
Partick Thistle,Not found,Not found
Alloa Athletic,Not found,Not found
RBC Roosendaal,Not found,Not found
Cork City,Not found,Not found
DjurgÃ¥rden,Not found,Not found
Sligo Rovers,Not found,Not found
Chester City,Not found,Not found
Chester,Not found,Not found
Queen's Park FC,Not found,Not found
Livingston,Not found,Not found
Hereford United,Not found,Not found
Inverness CT,Not found,Not found
Solihull Moors,Not found,Not found
York City,Not found,Not found
Torquay,Not found,Not found
Inter ZapreÅ¡iÄ‡,Not found,Not found
LV Lights FC,Not found,Not found
Los Angeles Force,Not found,Not found
Mouscron,Not found,Not found
Lugano,Not found,Not found
Brasil de Pelotas,Not found,Not found
Boulogne,Not found,Not found
Phx Rising,Not found,Not found
Sutton United,Not found,Not found
Dallas Burn,Not found,Not found
KC Wizards,Not found,Not found
Å½eljezniÄar,Not found,Not found
SÃ¸nderjyskE,Not found,Not found
Thun,Not found,Not found
Olymp Volou,Not found,Not found
Chattanooga FC,Not found,Not found
St Pierroise,Not found,Not found
Grazer AK,Not found,Not found
LASK,Not found,Not found
ChÃ¢teauroux,Not found,Not found
CrÃ©teil,Not found,Not found
Ind. Rivadavia,Not found,Not found
Cove Rangers FC,Not found,Not found
Maldon&Tiptree,Not found,Not found
PogoÅ„ Szczecin,Not found,Not found
Aarau,Not found,Not found
BB Erzurumspor,Not found,Not found
Petrolul PloieÈ™ti,Not found,Not found
Southport,Not found,Not found
Miramar Misiones,Not found,Not found
Virton,Not found,Not found
Braintree Town,Not found,Not found
Maidstone Utd,Not found,Not found
Unterhaching,Not found,Not found
Energie Cottbus,Not found,Not found
Sochi,Not found,Not found
Coquimbo Unido,Not found,Not found
Odra WodzisÅ‚aw,Not found,Not found
Egaleo,Not found,Not found
Barrow,Not found,Not found
Shandong Taishan,Not found,Not found
Mantova,Not found,Not found
Luverdense,Not found,Not found
Nottingham Forest,Not found,Not found
Ft Lauderdale,Not found,Not found
Varzim,Not found,Not found
RuÅ¾omberok,Not found,Not found
Nieciecza,Not found,Not found
Hamilton Acad.,Not found,Not found
Grampus,Not found,Not found
West Bromwich Albion,Not found,Not found
Midtjylland,Not found,Not found
TromsÃ¸,Not found,Not found
King's Lynn,Not found,Not found
Guiseley,Not found,Not found
Dover Athletic,Not found,Not found
St Johnstone,Not found,Not found
Queens,Not found,Not found
Wimbledon,Not found,Not found
Billericay,Not found,Not found
Magdeburg,Not found,Not found
Uerdingen,Not found,Not found
Heracles Almelo,Not found,Not found
Consa Sapporo,Not found,Not found
Totton,Not found,Not found
Falkirk,Not found,Not found
Stirling Albion,Not found,Not found
Central Coast,Not found,Not found
Dortmund II,Not found,Not found
BTSV,Not found,Not found
TB Rowdies,Not found,Not found
Brommapojkarna,Not found,Not found
Maritzburg United,Not found,Not found
Landskrona,Not found,Not found
Alfreton Town,Not found,Not found
FC Halifax Town,Not found,Not found
Gyeongnam,Not found,Not found
Orange County,Not found,Not found
El Nacional,Not found,Not found
CumbayÃ¡,Not found,Not found
ElazÄ±ÄŸspor,Not found,Not found
St. Pauli,Not found,Not found
Lamontville Golden Arrows,Not found,Not found
Ã–ster,Not found,Not found
Assyriska,Not found,Not found
Dukla Prague,Not found,Not found
CF MontrÃ©al,Not found,Not found
St Patrick's,Not found,Not found
Emmen,Not found,Not found
Pohang,Not found,Not found
Newcastle United,Not found,Not found
Yamaga,Not found,Not found
Kashiwa Reysol,Not found,Not found
Suwon,Not found,Not found
FC Anyang,Not found,Not found
US Reggina,Not found,Not found
Anorthosis,Not found,Not found
Gretna,Not found,Not found
Ãšjpest,Not found,Not found
Holstein Kiel,Not found,Not found
VPS,Not found,Not found
Slovan Liberec,Not found,Not found
PuskÃ¡s,Not found,Not found
Fastav ZlÃ­n,Not found,Not found
SlovÃ¡cko,Not found,Not found
MladÃ¡ Boleslav,Not found,Not found
Adanaspor,Not found,Not found
Slavia Prague,Not found,Not found
Shanghai Port,Not found,Not found
PÅ™Ã­bram,Not found,Not found
Kocaelispor,Not found,Not found
BanÃ­k Ostrava,Not found,Not found
Beroe,Not found,Not found
MetroStars,Not found,Not found
Wrd Bremen II,Not found,Not found
NorrkÃ¶ping,Not found,Not found
Varberg,Not found,Not found
Ã–stersund,Not found,Not found
Spartak Subotica,Not found,Not found
AGOVV,Not found,Not found
Silkeborg,Not found,Not found
RWDM,Not found,Not found
Tours,Not found,Not found
BB Bodrumspor,Not found,Not found
AEL Limassol,Not found,Not found
Omniworld,Not found,Not found
CSA,Not found,Not found
Guarani,Not found,Not found
Boston United,Not found,Not found
San Diego FC,Not found,Not found
Bellinzona,Not found,Not found
FC Winterthur,Not found,Not found
Cannes,Not found,Not found
Austria Wien,Not found,Not found
Austria Salzburg,Not found,Not found
Guangzhou Evg,Not found,Not found
Tosno,Not found,Not found
Ural,Not found,Not found
Ankaraspor,Not found,Not found
NK Celje,Not found,Not found
Des Moines Menace,Not found,Not found
Rotor Volgograd,Not found,Not found
Jong AZ,Not found,Not found
Ajaccio,Not found,Not found
NY Red Bulls II,Not found,Not found
FC Eindhoven,Not found,Not found
Telstar,Not found,Not found
Dorking Wand.,Not found,Not found
Altrincham,Not found,Not found
Marinos,Not found,Not found
Reading FC,Not found,Not found
Harborough,Not found,Not found
Miami FC,Not found,Not found
HJK Helsinki,Not found,Not found
Koblenz,Not found,Not found
Chelmsford,Not found,Not found
Monterey Bay,Not found,Not found
Saturn,Not found,Not found
Odd,Not found,Not found
Pirin Blagoevgrad,Not found,Not found
Limonest,Not found,Not found
Wiener Neustadt,Not found,Not found
WSG Tirol,Not found,Not found
Admira,Not found,Not found
BSK BorÄa,Not found,Not found
Rot-WeiÃŸ Erfurt,Not found,Not found
Bidvest Wits,Not found,Not found
Timbers 2,Not found,Not found
Maccabi Tel Aviv FC,Not found,Not found
RoPS,Not found,Not found
Limerick FC,Not found,Not found
TTM FC,Not found,Not found
Proodeftiki,Not found,Not found
Melb Heart,Not found,Not found
InternaÈ›ional,Not found,Not found
Volendam,Not found,Not found
Shelbourne FC,Not found,Not found
Met Donetsk,Not found,Not found
Maccabi Haifa FC,Not found,Not found
Gangwon,Not found,Not found
Busan I'Park,Not found,Not found
FC Khimki,Not found,Not found
